               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 320,            0.020024,           0.0054012,           0.0086161,              0.9971,                   1,               0.995,               0.768,             0.01095,           0.0031206,           0.0020517,           0.0036838,           0.0036838,           0.0036838
                 321,            0.018236,            0.005625,           0.0031985,             0.99709,                   1,               0.995,             0.86341,           0.0090144,           0.0029232,           0.0020616,            0.003664,            0.003664,            0.003664
                 322,            0.017661,           0.0056471,           0.0044943,             0.76891,                   1,             0.97645,             0.70774,            0.012641,           0.0033469,           0.0020955,           0.0036442,           0.0036442,           0.0036442
                 323,            0.021335,           0.0073162,           0.0056712,             0.99703,                   1,               0.995,             0.85896,           0.0085036,           0.0029677,           0.0021247,           0.0036244,           0.0036244,           0.0036244
                 324,            0.014692,           0.0065779,           0.0038137,             0.99703,                   1,               0.995,             0.85896,           0.0085036,           0.0029677,           0.0021247,           0.0036046,           0.0036046,           0.0036046
                 325,            0.013387,           0.0053781,           0.0041203,             0.99656,                   1,               0.995,             0.91744,           0.0059954,           0.0027778,           0.0021478,           0.0035848,           0.0035848,           0.0035848
                 326,            0.012354,           0.0061434,           0.0031541,             0.99633,                   1,               0.995,              0.9034,            0.007887,           0.0028884,           0.0021437,            0.003565,            0.003565,            0.003565
                 327,            0.015455,           0.0073175,            0.003749,             0.99632,                   1,               0.995,              0.8401,            0.010558,           0.0030408,           0.0021282,           0.0035452,           0.0035452,           0.0035452
                 328,            0.021225,           0.0066272,           0.0057509,             0.99632,                   1,               0.995,              0.8401,            0.010558,           0.0030408,           0.0021282,           0.0035254,           0.0035254,           0.0035254
                 329,             0.01886,           0.0065175,           0.0028492,             0.99608,                   1,               0.995,             0.80877,            0.010073,           0.0030235,           0.0021418,           0.0035056,           0.0035056,           0.0035056
                 330,            0.020073,           0.0082952,           0.0053516,             0.99581,                   1,               0.995,             0.80787,            0.010038,           0.0031395,            0.002167,           0.0034858,           0.0034858,           0.0034858
                 331,            0.018688,           0.0067673,           0.0061573,             0.99596,                   1,               0.995,             0.89945,           0.0085321,           0.0029632,           0.0021332,            0.003466,            0.003466,            0.003466
                 332,            0.014611,           0.0066227,           0.0056508,             0.99596,                   1,               0.995,             0.89945,           0.0085321,           0.0029632,           0.0021332,           0.0034462,           0.0034462,           0.0034462
                 333,            0.016299,            0.006345,           0.0065545,             0.99609,                   1,               0.995,             0.87554,            0.007555,           0.0028558,           0.0021186,           0.0034264,           0.0034264,           0.0034264
                 334,            0.015183,           0.0060841,           0.0078246,             0.99625,                   1,               0.995,             0.86448,           0.0081922,           0.0029168,           0.0020811,           0.0034066,           0.0034066,           0.0034066
                 335,            0.013746,           0.0066563,           0.0053531,             0.99631,                   1,               0.995,             0.85252,           0.0089819,           0.0029364,            0.002029,           0.0033868,           0.0033868,           0.0033868
                 336,            0.019098,           0.0070125,           0.0039754,             0.99631,                   1,               0.995,             0.85252,           0.0089819,           0.0029364,            0.002029,            0.003367,            0.003367,            0.003367
                 337,            0.018389,           0.0055843,           0.0066629,             0.99652,                   1,               0.995,             0.91708,           0.0077099,           0.0028312,           0.0020101,           0.0033472,           0.0033472,           0.0033472
                 338,            0.017541,           0.0066437,           0.0051027,             0.99681,                   1,               0.995,             0.88562,           0.0089185,           0.0030474,           0.0019873,           0.0033274,           0.0033274,           0.0033274
                 339,            0.020232,           0.0064522,           0.0038209,             0.99692,                   1,               0.995,             0.89076,           0.0076694,           0.0028972,           0.0019459,           0.0033076,           0.0033076,           0.0033076
                 340,            0.015789,           0.0067209,           0.0064129,             0.99692,                   1,               0.995,             0.89076,           0.0076694,           0.0028972,           0.0019459,           0.0032878,           0.0032878,           0.0032878
                 341,            0.015581,           0.0065695,           0.0059879,             0.99681,                   1,               0.995,             0.88123,            0.008144,            0.002973,           0.0019278,            0.003268,            0.003268,            0.003268
                 342,            0.016601,           0.0065985,           0.0050684,             0.99688,                   1,               0.995,             0.82783,           0.0090214,           0.0031371,           0.0019275,           0.0032482,           0.0032482,           0.0032482
                 343,            0.018228,           0.0068835,           0.0031554,             0.99698,                   1,               0.995,             0.85319,            0.008812,           0.0029685,            0.001895,           0.0032284,           0.0032284,           0.0032284
                 344,             0.01704,           0.0061355,            0.004987,             0.99698,                   1,               0.995,             0.85319,            0.008812,           0.0029685,            0.001895,           0.0032086,           0.0032086,           0.0032086
                 345,            0.015088,           0.0055395,            0.005254,             0.99706,                   1,               0.995,             0.87861,           0.0080071,           0.0029106,           0.0018887,           0.0031888,           0.0031888,           0.0031888
                 346,            0.017587,           0.0057615,           0.0049858,             0.99706,                   1,               0.995,             0.88537,           0.0074079,           0.0028735,           0.0018848,            0.003169,            0.003169,            0.003169
                 347,            0.015939,           0.0053443,           0.0029014,             0.99705,                   1,               0.995,             0.84272,            0.009907,           0.0030772,           0.0018733,           0.0031492,           0.0031492,           0.0031492
                 348,            0.016207,           0.0058331,           0.0049192,             0.99705,                   1,               0.995,             0.84272,            0.009907,           0.0030772,           0.0018733,           0.0031294,           0.0031294,           0.0031294
                 349,            0.015241,           0.0065725,           0.0047179,             0.99702,                   1,               0.995,               0.864,            0.010154,           0.0030985,           0.0018768,           0.0031096,           0.0031096,           0.0031096
                 350,            0.017387,           0.0055117,           0.0051729,             0.99701,                   1,               0.995,             0.81124,           0.0097424,           0.0031343,           0.0018507,           0.0030898,           0.0030898,           0.0030898
                 351,            0.018078,           0.0065918,           0.0033426,             0.99704,                   1,               0.995,             0.89834,           0.0066732,           0.0028023,           0.0018648,             0.00307,             0.00307,             0.00307
                 352,             0.01522,           0.0064547,            0.006185,             0.99704,                   1,               0.995,             0.89834,           0.0066732,           0.0028023,           0.0018648,           0.0030502,           0.0030502,           0.0030502
                 353,            0.013252,           0.0059029,           0.0058158,             0.99705,                   1,               0.995,             0.90296,           0.0066163,           0.0027372,            0.001856,           0.0030304,           0.0030304,           0.0030304
                 354,            0.013481,           0.0064808,           0.0037619,             0.99719,                   1,               0.995,             0.89511,           0.0069442,           0.0027466,           0.0018387,           0.0030106,           0.0030106,           0.0030106
                 355,            0.015969,           0.0065074,           0.0063148,             0.99725,                   1,               0.995,             0.87356,           0.0091028,           0.0030752,           0.0018263,           0.0029908,           0.0029908,           0.0029908
                 356,            0.017495,           0.0072986,           0.0044233,             0.99725,                   1,               0.995,             0.87356,           0.0091028,           0.0030752,           0.0018263,            0.002971,            0.002971,            0.002971
                 357,            0.014457,           0.0061441,           0.0042339,             0.99723,                   1,               0.995,             0.87773,           0.0079977,           0.0029691,           0.0018158,           0.0029512,           0.0029512,           0.0029512
                 358,            0.014901,           0.0063318,           0.0048969,             0.99721,                   1,               0.995,             0.89784,           0.0076023,           0.0028986,           0.0018117,           0.0029314,           0.0029314,           0.0029314
                 359,            0.016327,           0.0062496,           0.0043424,             0.99723,                   1,               0.995,             0.88785,           0.0077317,           0.0028731,           0.0017951,           0.0029116,           0.0029116,           0.0029116
                 360,            0.016118,           0.0054396,           0.0084986,             0.99723,                   1,               0.995,             0.88785,           0.0077317,           0.0028731,           0.0017951,           0.0028918,           0.0028918,           0.0028918
                 361,            0.013306,           0.0057727,           0.0054477,             0.99724,                   1,               0.995,             0.90733,           0.0068588,           0.0027329,            0.001784,            0.002872,            0.002872,            0.002872
                 362,            0.012976,           0.0051054,           0.0065063,             0.99724,                   1,               0.995,             0.91573,           0.0073602,           0.0028104,           0.0017673,           0.0028522,           0.0028522,           0.0028522
                 363,            0.015381,           0.0061876,           0.0077632,             0.99722,                   1,               0.995,             0.91804,           0.0071937,           0.0027687,           0.0017654,           0.0028324,           0.0028324,           0.0028324
                 364,            0.015136,           0.0055103,           0.0048518,             0.99722,                   1,               0.995,             0.91804,           0.0071937,           0.0027687,           0.0017654,           0.0028126,           0.0028126,           0.0028126
                 365,            0.014035,           0.0068401,           0.0035143,             0.99727,                   1,               0.995,              0.9048,           0.0078951,           0.0028359,           0.0017574,           0.0027928,           0.0027928,           0.0027928
                 366,             0.01434,           0.0060487,            0.003004,             0.99723,                   1,               0.995,             0.89327,           0.0068363,           0.0027789,           0.0017556,            0.002773,            0.002773,            0.002773
                 367,            0.015999,           0.0074924,           0.0032205,             0.99729,                   1,               0.995,             0.85242,           0.0072413,           0.0027426,           0.0017574,           0.0027532,           0.0027532,           0.0027532
                 368,            0.014506,           0.0052911,           0.0031295,             0.99729,                   1,               0.995,             0.85242,           0.0072413,           0.0027426,           0.0017574,           0.0027334,           0.0027334,           0.0027334
                 369,            0.012533,           0.0049634,           0.0023317,             0.99725,                   1,               0.995,             0.87156,           0.0073117,           0.0027526,           0.0017566,           0.0027136,           0.0027136,           0.0027136
                 370,            0.013343,           0.0064786,           0.0031596,             0.99718,                   1,               0.995,             0.88995,           0.0069664,           0.0026735,           0.0017456,           0.0026938,           0.0026938,           0.0026938
                 371,            0.015274,           0.0066498,           0.0043675,             0.99729,                   1,               0.995,             0.83214,             0.00895,           0.0028608,           0.0017312,            0.002674,            0.002674,            0.002674
                 372,            0.015136,           0.0058776,           0.0035152,             0.99729,                   1,               0.995,             0.83214,             0.00895,           0.0028608,           0.0017312,           0.0026542,           0.0026542,           0.0026542
                 373,            0.013558,           0.0054255,           0.0031028,             0.99728,                   1,               0.995,             0.87902,           0.0081897,           0.0027468,           0.0017231,           0.0026344,           0.0026344,           0.0026344
                 374,            0.013327,           0.0055598,           0.0049885,             0.99722,                   1,               0.995,             0.89373,           0.0080666,           0.0027787,           0.0017081,           0.0026146,           0.0026146,           0.0026146
                 375,             0.01475,            0.006124,           0.0029427,             0.99727,                   1,               0.995,             0.86769,            0.007558,           0.0027253,            0.001696,           0.0025948,           0.0025948,           0.0025948
                 376,            0.015207,           0.0051248,           0.0029962,             0.99727,                   1,               0.995,             0.86769,            0.007558,           0.0027253,            0.001696,            0.002575,            0.002575,            0.002575
                 377,            0.012954,           0.0056994,           0.0030308,             0.99731,                   1,               0.995,             0.90935,           0.0059162,           0.0025928,           0.0016922,           0.0025552,           0.0025552,           0.0025552
                 378,             0.01215,            0.005329,           0.0032606,             0.99721,                   1,               0.995,             0.87894,           0.0074146,           0.0028077,            0.001685,           0.0025354,           0.0025354,           0.0025354
                 379,            0.018605,           0.0051917,            0.006431,             0.99722,                   1,               0.995,             0.90229,           0.0078004,           0.0028378,           0.0016635,           0.0025156,           0.0025156,           0.0025156
                 380,            0.014303,           0.0062611,           0.0050996,             0.99722,                   1,               0.995,             0.90229,           0.0078004,           0.0028378,           0.0016635,           0.0024958,           0.0024958,           0.0024958
                 381,            0.012497,           0.0066309,           0.0031331,             0.99723,                   1,               0.995,             0.92477,           0.0063794,           0.0026596,           0.0016582,            0.002476,            0.002476,            0.002476
                 382,            0.013348,           0.0056889,           0.0032954,             0.99723,                   1,               0.995,             0.90362,           0.0070259,           0.0027949,           0.0016616,           0.0024562,           0.0024562,           0.0024562
                 383,            0.015642,           0.0055511,           0.0037025,             0.99719,                   1,               0.995,             0.88961,           0.0069163,           0.0028032,           0.0016503,           0.0024364,           0.0024364,           0.0024364
                 384,            0.014321,           0.0056436,           0.0047126,             0.99719,                   1,               0.995,             0.88961,           0.0069163,           0.0028032,           0.0016503,           0.0024166,           0.0024166,           0.0024166
                 385,             0.01182,           0.0061458,           0.0034724,             0.99717,                   1,               0.995,             0.91954,           0.0060971,           0.0027194,           0.0016488,           0.0023968,           0.0023968,           0.0023968
                 386,            0.012858,           0.0056408,              0.0029,             0.99718,                   1,               0.995,             0.93188,           0.0068324,           0.0028029,           0.0016472,            0.002377,            0.002377,            0.002377
                 387,            0.014191,           0.0058338,           0.0030499,             0.99726,                   1,               0.995,             0.89674,           0.0074734,           0.0028974,           0.0016405,           0.0023572,           0.0023572,           0.0023572
                 388,            0.013562,            0.006099,           0.0033292,             0.99726,                   1,               0.995,             0.89674,           0.0074734,           0.0028974,           0.0016405,           0.0023374,           0.0023374,           0.0023374
                 389,            0.013376,            0.006797,           0.0026497,             0.99723,                   1,               0.995,              0.9151,           0.0072645,           0.0028505,           0.0016369,           0.0023176,           0.0023176,           0.0023176
                 390,            0.011778,           0.0053576,           0.0031522,             0.99721,                   1,               0.995,             0.91789,           0.0066204,           0.0027556,           0.0016359,           0.0022978,           0.0022978,           0.0022978
                 391,            0.011697,           0.0061865,           0.0035594,              0.9972,                   1,               0.995,             0.92688,           0.0070529,           0.0028508,           0.0016316,            0.002278,            0.002278,            0.002278
                 392,            0.015302,            0.005207,           0.0055299,              0.9972,                   1,               0.995,             0.92688,           0.0070529,           0.0028508,           0.0016316,           0.0022582,           0.0022582,           0.0022582
                 393,            0.012719,           0.0058511,           0.0027986,             0.99722,                   1,               0.995,             0.92211,           0.0064285,           0.0027982,            0.001631,           0.0022384,           0.0022384,           0.0022384
                 394,            0.011993,           0.0054435,           0.0032054,             0.99722,                   1,               0.995,             0.85776,           0.0078317,           0.0028849,           0.0016235,           0.0022186,           0.0022186,           0.0022186
                 395,            0.013622,           0.0062833,            0.003969,             0.99725,                   1,               0.995,             0.89847,            0.006446,           0.0027871,           0.0016251,           0.0021988,           0.0021988,           0.0021988
                 396,             0.01548,           0.0055586,           0.0047867,             0.99725,                   1,               0.995,             0.89847,            0.006446,           0.0027871,           0.0016251,            0.002179,            0.002179,            0.002179
                 397,            0.013195,           0.0065509,           0.0038863,             0.99727,                   1,               0.995,             0.92231,           0.0057926,           0.0027062,           0.0016202,           0.0021592,           0.0021592,           0.0021592
                 398,            0.013428,           0.0059846,             0.00371,             0.99721,                   1,               0.995,             0.90548,           0.0066469,           0.0027901,           0.0016062,           0.0021394,           0.0021394,           0.0021394
                 399,            0.013586,           0.0058617,           0.0034095,             0.99716,                   1,               0.995,             0.89955,           0.0064514,            0.002651,           0.0015989,           0.0021196,           0.0021196,           0.0021196
                 400,            0.013721,            0.006031,           0.0078068,             0.99716,                   1,               0.995,             0.89955,           0.0064514,            0.002651,           0.0015989,           0.0020998,           0.0020998,           0.0020998
                 401,            0.011761,           0.0061119,           0.0024114,             0.99709,                   1,               0.995,             0.92204,           0.0054816,           0.0025383,           0.0015901,             0.00208,             0.00208,             0.00208
                 402,            0.011404,           0.0051604,           0.0033471,             0.99708,                   1,               0.995,              0.9116,           0.0066063,           0.0026672,             0.00158,           0.0020602,           0.0020602,           0.0020602
                 403,            0.013115,           0.0049623,           0.0044081,             0.99705,                   1,               0.995,              0.8984,           0.0064482,           0.0026234,           0.0015692,           0.0020404,           0.0020404,           0.0020404
                 404,            0.014607,           0.0060294,           0.0050894,             0.99705,                   1,               0.995,              0.8984,           0.0064482,           0.0026234,           0.0015692,           0.0020206,           0.0020206,           0.0020206
                 405,            0.012259,           0.0058651,           0.0029709,             0.99705,                   1,               0.995,             0.90816,           0.0055289,           0.0025072,           0.0015591,           0.0020008,           0.0020008,           0.0020008
                 406,            0.012956,           0.0056519,           0.0044313,             0.99705,                   1,               0.995,             0.91231,           0.0069753,           0.0026218,           0.0015454,            0.001981,            0.001981,            0.001981
                 407,            0.013542,           0.0052674,           0.0056434,             0.99705,                   1,               0.995,             0.93018,           0.0059033,           0.0024569,           0.0015337,           0.0019612,           0.0019612,           0.0019612
                 408,            0.012381,           0.0052878,           0.0024351,             0.99705,                   1,               0.995,             0.93018,           0.0059033,           0.0024569,           0.0015337,           0.0019414,           0.0019414,           0.0019414
                 409,            0.011326,           0.0060748,           0.0023629,             0.99708,                   1,               0.995,             0.92367,           0.0057958,           0.0024682,           0.0015304,           0.0019216,           0.0019216,           0.0019216
                 410,            0.012535,           0.0060257,           0.0044082,             0.99714,                   1,               0.995,             0.88844,           0.0069179,           0.0026188,            0.001518,           0.0019018,           0.0019018,           0.0019018
                 411,            0.013178,           0.0058271,           0.0028194,             0.99716,                   1,               0.995,             0.93082,           0.0056469,           0.0024385,           0.0015171,            0.001882,            0.001882,            0.001882
                 412,            0.012332,           0.0053784,           0.0041482,             0.99716,                   1,               0.995,             0.93082,           0.0056469,           0.0024385,           0.0015171,           0.0018622,           0.0018622,           0.0018622
                 413,            0.012133,           0.0048255,           0.0033886,             0.99719,                   1,               0.995,              0.9377,           0.0055615,            0.002418,           0.0015069,           0.0018424,           0.0018424,           0.0018424
                 414,            0.012476,           0.0052729,           0.0022444,             0.99723,                   1,               0.995,             0.89703,           0.0065043,           0.0025281,            0.001491,           0.0018226,           0.0018226,           0.0018226
                 415,            0.014365,           0.0056814,           0.0036166,             0.99727,                   1,               0.995,             0.92442,           0.0057811,           0.0024355,           0.0014901,           0.0018028,           0.0018028,           0.0018028
                 416,            0.012813,            0.005784,           0.0036393,             0.99727,                   1,               0.995,             0.92442,           0.0057811,           0.0024355,           0.0014901,            0.001783,            0.001783,            0.001783
                 417,            0.012256,           0.0065864,            0.003652,             0.99727,                   1,               0.995,             0.93068,           0.0055169,           0.0023809,            0.001484,           0.0017632,           0.0017632,           0.0017632
                 418,            0.011963,           0.0061926,           0.0028275,             0.99728,                   1,               0.995,             0.92286,           0.0057585,           0.0024159,           0.0014781,           0.0017434,           0.0017434,           0.0017434
                 419,            0.012723,           0.0062812,           0.0026757,             0.99731,                   1,               0.995,             0.88823,           0.0081554,           0.0026824,            0.001466,           0.0017236,           0.0017236,           0.0017236
                 420,            0.014863,           0.0055538,            0.010719,             0.99731,                   1,               0.995,             0.88823,           0.0081554,           0.0026824,            0.001466,           0.0017038,           0.0017038,           0.0017038
                 421,            0.013873,            0.006207,           0.0035196,             0.99729,                   1,               0.995,             0.91024,           0.0074321,           0.0025799,           0.0014653,            0.001684,            0.001684,            0.001684
                 422,            0.013229,           0.0054062,           0.0029785,             0.99727,                   1,               0.995,             0.92264,            0.006345,           0.0025001,           0.0014667,           0.0016642,           0.0016642,           0.0016642
                 423,            0.012001,           0.0045411,            0.005832,             0.99727,                   1,               0.995,             0.92899,           0.0064718,           0.0024394,           0.0014618,           0.0016444,           0.0016444,           0.0016444
                 424,            0.012249,           0.0060968,           0.0058037,             0.99727,                   1,               0.995,             0.92899,           0.0064718,           0.0024394,           0.0014618,           0.0016246,           0.0016246,           0.0016246
                 425,            0.013314,           0.0054028,           0.0050222,             0.99727,                   1,               0.995,             0.92118,           0.0065032,           0.0024473,           0.0014597,           0.0016048,           0.0016048,           0.0016048
                 426,            0.011848,           0.0058195,            0.002921,             0.99725,                   1,               0.995,             0.92056,           0.0056112,           0.0024156,            0.001458,            0.001585,            0.001585,            0.001585
                 427,            0.013099,           0.0053865,           0.0034561,             0.99727,                   1,               0.995,             0.92132,           0.0061352,           0.0024671,           0.0014512,           0.0015652,           0.0015652,           0.0015652
                 428,              0.0118,            0.004426,           0.0038248,             0.99727,                   1,               0.995,             0.92132,           0.0061352,           0.0024671,           0.0014512,           0.0015454,           0.0015454,           0.0015454
                 429,            0.011107,           0.0055257,           0.0035392,             0.99726,                   1,               0.995,             0.91754,           0.0058133,           0.0024469,           0.0014459,           0.0015256,           0.0015256,           0.0015256
                 430,            0.012505,           0.0073339,           0.0053596,             0.99725,                   1,               0.995,             0.90477,           0.0065563,           0.0025917,           0.0014419,           0.0015058,           0.0015058,           0.0015058
                 431,            0.012508,           0.0057275,           0.0023562,              0.9973,                   1,               0.995,             0.91945,           0.0055749,           0.0024172,           0.0014309,            0.001486,            0.001486,            0.001486
                 432,            0.010662,           0.0052306,           0.0035304,              0.9973,                   1,               0.995,             0.91945,           0.0055749,           0.0024172,           0.0014309,           0.0014662,           0.0014662,           0.0014662
                 433,            0.010603,           0.0057632,           0.0047133,             0.99729,                   1,               0.995,             0.92885,           0.0056955,           0.0024191,           0.0014295,           0.0014464,           0.0014464,           0.0014464
                 434,            0.012333,           0.0042858,           0.0039248,             0.99728,                   1,               0.995,             0.91365,           0.0058468,           0.0024536,           0.0014224,           0.0014266,           0.0014266,           0.0014266
                 435,            0.011955,           0.0061605,           0.0021615,             0.99731,                   1,               0.995,             0.91448,           0.0067784,           0.0025362,            0.001418,           0.0014068,           0.0014068,           0.0014068
                 436,             0.01313,           0.0055429,           0.0036774,             0.99731,                   1,               0.995,             0.91448,           0.0067784,           0.0025362,            0.001418,            0.001387,            0.001387,            0.001387
                 437,            0.011142,           0.0049931,           0.0025316,             0.99732,                   1,               0.995,              0.9361,           0.0061799,           0.0024512,           0.0014112,           0.0013672,           0.0013672,           0.0013672
                 438,            0.011614,           0.0051679,           0.0028832,             0.99729,                   1,               0.995,             0.94439,           0.0054572,           0.0024108,           0.0014103,           0.0013474,           0.0013474,           0.0013474
                 439,             0.01165,           0.0059992,           0.0043819,             0.99729,                   1,               0.995,             0.94177,           0.0051514,           0.0023719,           0.0014054,           0.0013276,           0.0013276,           0.0013276
                 440,            0.011743,           0.0046705,           0.0025833,             0.99729,                   1,               0.995,             0.94177,           0.0051514,           0.0023719,           0.0014054,           0.0013078,           0.0013078,           0.0013078
                 441,            0.010924,           0.0055799,           0.0035906,             0.99731,                   1,               0.995,              0.9344,           0.0052855,           0.0023882,           0.0014007,            0.001288,            0.001288,            0.001288
                 442,            0.010388,           0.0058306,            0.002632,             0.99728,                   1,               0.995,             0.94696,           0.0054782,           0.0024631,           0.0013987,           0.0012682,           0.0012682,           0.0012682
                 443,            0.010948,           0.0061157,           0.0021322,              0.9973,                   1,               0.995,             0.94191,           0.0055046,           0.0024233,           0.0013929,           0.0012484,           0.0012484,           0.0012484
                 444,            0.013022,            0.004663,           0.0080822,              0.9973,                   1,               0.995,             0.94191,           0.0055046,           0.0024233,           0.0013929,           0.0012286,           0.0012286,           0.0012286
                 445,            0.011501,           0.0055214,           0.0035703,             0.99728,                   1,               0.995,             0.94399,           0.0053703,           0.0024072,           0.0013863,           0.0012088,           0.0012088,           0.0012088
                 446,            0.011836,           0.0059852,           0.0049388,             0.99731,                   1,               0.995,             0.93955,           0.0053636,           0.0024092,           0.0013818,            0.001189,            0.001189,            0.001189
                 447,            0.011165,           0.0061328,           0.0036529,              0.9973,                   1,               0.995,              0.9224,           0.0055708,           0.0024015,           0.0013741,           0.0011692,           0.0011692,           0.0011692
                 448,            0.011404,           0.0052462,              0.0038,              0.9973,                   1,               0.995,              0.9224,           0.0055708,           0.0024015,           0.0013741,           0.0011494,           0.0011494,           0.0011494
                 449,            0.011357,           0.0050401,           0.0052196,             0.99732,                   1,               0.995,             0.90851,           0.0056933,           0.0024222,           0.0013665,           0.0011296,           0.0011296,           0.0011296
                 450,             0.01005,            0.005318,            0.002211,             0.99733,                   1,               0.995,             0.94436,           0.0055529,           0.0024049,           0.0013577,           0.0011098,           0.0011098,           0.0011098
                 451,            0.011273,           0.0055833,           0.0034619,             0.99736,                   1,               0.995,             0.93728,           0.0063374,           0.0024763,           0.0013503,             0.00109,             0.00109,             0.00109
                 452,            0.011743,           0.0055567,           0.0026054,             0.99736,                   1,               0.995,             0.93728,           0.0063374,           0.0024763,           0.0013503,           0.0010702,           0.0010702,           0.0010702
                 453,            0.010449,           0.0055231,           0.0025049,             0.99734,                   1,               0.995,             0.93742,           0.0063893,           0.0024662,           0.0013453,           0.0010504,           0.0010504,           0.0010504
                 454,            0.010277,            0.005957,           0.0027665,             0.99734,                   1,               0.995,             0.93277,           0.0053666,           0.0023649,           0.0013409,           0.0010306,           0.0010306,           0.0010306
                 455,            0.011927,           0.0058193,           0.0034959,             0.99737,                   1,               0.995,             0.92633,           0.0056865,           0.0024114,           0.0013357,           0.0010108,           0.0010108,           0.0010108
                 456,            0.010431,            0.006018,           0.0028775,             0.99737,                   1,               0.995,             0.92633,           0.0056865,           0.0024114,           0.0013357,            0.000991,            0.000991,            0.000991
                 457,            0.010371,            0.005123,           0.0022113,             0.99733,                   1,               0.995,             0.93543,            0.005746,           0.0024037,           0.0013321,           0.0009712,           0.0009712,           0.0009712
                 458,            0.010765,            0.006708,           0.0027308,             0.99736,                   1,               0.995,             0.91813,           0.0061805,           0.0025178,           0.0013308,           0.0009514,           0.0009514,           0.0009514
                 459,            0.011208,           0.0052911,           0.0025786,             0.99732,                   1,               0.995,             0.92567,           0.0055678,           0.0024141,           0.0013288,           0.0009316,           0.0009316,           0.0009316
                 460,            0.010173,           0.0046769,           0.0025148,             0.99732,                   1,               0.995,             0.92567,           0.0055678,           0.0024141,           0.0013288,           0.0009118,           0.0009118,           0.0009118
                 461,            0.010939,            0.004589,           0.0032455,             0.99733,                   1,               0.995,             0.92981,           0.0056106,           0.0024146,           0.0013282,            0.000892,            0.000892,            0.000892
                 462,            0.010334,           0.0057921,           0.0029055,             0.99732,                   1,               0.995,             0.93857,           0.0058562,           0.0024797,           0.0013287,           0.0008722,           0.0008722,           0.0008722
                 463,            0.010617,           0.0057783,           0.0024762,             0.99734,                   1,               0.995,             0.93864,           0.0050064,           0.0023542,           0.0013244,           0.0008524,           0.0008524,           0.0008524
                 464,            0.010141,            0.005692,           0.0024268,             0.99734,                   1,               0.995,             0.93864,           0.0050064,           0.0023542,           0.0013244,           0.0008326,           0.0008326,           0.0008326
                 465,             0.01099,           0.0058614,           0.0036567,             0.99732,                   1,               0.995,             0.93933,           0.0049436,           0.0023439,           0.0013233,           0.0008128,           0.0008128,           0.0008128
                 466,            0.010689,           0.0051095,           0.0038676,             0.99732,                   1,               0.995,              0.9479,           0.0049823,           0.0023297,           0.0013214,            0.000793,            0.000793,            0.000793
                 467,           0.0089702,           0.0049481,           0.0033332,             0.99731,                   1,               0.995,             0.94097,            0.004794,           0.0023154,           0.0013177,           0.0007732,           0.0007732,           0.0007732
                 468,           0.0098078,           0.0044262,           0.0021408,             0.99731,                   1,               0.995,             0.94097,            0.004794,           0.0023154,           0.0013177,           0.0007534,           0.0007534,           0.0007534
                 469,            0.010765,           0.0065542,           0.0054396,              0.9973,                   1,               0.995,             0.93914,           0.0049033,           0.0023367,           0.0013151,           0.0007336,           0.0007336,           0.0007336
                 470,           0.0099167,           0.0054688,           0.0035568,             0.99729,                   1,               0.995,             0.93995,            0.004808,           0.0023021,           0.0013129,           0.0007138,           0.0007138,           0.0007138
                 471,            0.010367,           0.0054458,            0.002214,             0.99732,                   1,               0.995,             0.94148,            0.004938,           0.0023118,            0.001308,            0.000694,            0.000694,            0.000694
                 472,            0.010021,           0.0052202,           0.0038511,             0.99732,                   1,               0.995,             0.94148,            0.004938,           0.0023118,            0.001308,           0.0006742,           0.0006742,           0.0006742
                 473,           0.0094285,            0.006241,            0.002218,             0.99731,                   1,               0.995,             0.94087,           0.0047946,           0.0022968,           0.0013052,           0.0006544,           0.0006544,           0.0006544
                 474,            0.009557,           0.0045418,           0.0030711,             0.99731,                   1,               0.995,             0.94088,           0.0046927,           0.0022998,           0.0013044,           0.0006346,           0.0006346,           0.0006346
                 475,            0.010441,           0.0053033,            0.004285,             0.99726,                   1,               0.995,             0.93908,           0.0048648,           0.0023164,           0.0013038,           0.0006148,           0.0006148,           0.0006148
                 476,            0.010527,           0.0044388,           0.0031056,             0.99726,                   1,               0.995,             0.93908,           0.0048648,           0.0023164,           0.0013038,            0.000595,            0.000595,            0.000595
                 477,            0.010939,           0.0043674,           0.0038501,             0.99729,                   1,               0.995,             0.93356,           0.0052293,           0.0023557,           0.0012992,           0.0005752,           0.0005752,           0.0005752
                 478,           0.0099492,           0.0043462,           0.0028372,             0.99727,                   1,               0.995,             0.93896,           0.0047278,           0.0022863,           0.0012969,           0.0005554,           0.0005554,           0.0005554
                 479,           0.0097232,           0.0057816,            0.002696,              0.9973,                   1,               0.995,             0.93323,           0.0048864,           0.0023261,           0.0012928,           0.0005356,           0.0005356,           0.0005356
                 480,            0.010778,           0.0052643,           0.0029505,              0.9973,                   1,               0.995,             0.93323,           0.0048864,           0.0023261,           0.0012928,           0.0005158,           0.0005158,           0.0005158
